;Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
30;Barbados;BRB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;2849060089,1620593;2794927947,467978;2916792703,4058084;3023028295,494177;3170459550,952271;3420704181,2435374;3570293792,187676;3502467079,783117;3330813323,005425;3347509129,1357775;3468031979,639263;3506119287,374131;3685077459,3338523;3780556600,641808;3913079561,801485;4053950426,0263386;3919862233,041941;3766991258,160897;3552554498,1741753;3580728671,0191455;3652729334,9562926;3726295230,7181606;3874470510,1250434;4058124377,558926;4209430120,61525;4223517207,0377355;4411345026,004207;4306996237,6895;4340909593,891779;4435345247,316588;4497954520,305412;4675869204,381987;4951871749,474384;5060916233,263252;5096394821,290252;4837609826,26978;4727000110,656192;4695173730,220206;4673782228,615691;4608042491,977427;4602303308,620117;4715000000,0;4831870642,912471;4854827376,341705;4826653203,496735;4822013073,75235;3906818634,5025992;
31;Brunei Darussalam;BRN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;6708427942,906566;6732273926,707352;8089190285,809072;8972262683,567234;9580208346,936079;11741736030,639172;10920201635,407137;8755084285,297894;9101492760,0317;9147133648,608278;9202005157,606457;9064826350,34696;8818673714,48953;8995852317,253948;9094569846,861578;8996877926,294548;9094891761,976349;9381011723,714813;9827414750,715641;9857346390,275738;10167399106,886961;10622767156,957678;10928524149,281435;10767746808,7381;10707607989,747532;11034421011,701366;11348838215,893469;11660254934,820362;12111751312,50102;12463471178,044228;12526326738,11353;12574867157,150423;13127874564,542648;13148167870,887836;12893130934,087566;12665627056,365894;12994802365,1317;13481499082,926897;13604563824,426538;13315326917,851109;12981331573,376566;12930394937,81366;12609990390,599241;12777527044,68742;12784201742,531467;13278836553,322006;13429361905,774529;
32;Bhutan;BTN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;163460690,51067606;188179698,08039057;194652654,12596554;214956903,50772095;224751756,57334614;233805955,25642812;260441591,6746195;336111135,1539558;352134806,75101846;378036319,5031258;417288276,3053491;415586258,8830343;434706931,4599144;443341804,7107122;465293890,44251543;498209325,9395325;525935536,14327264;554198462,5704106;586973930,5318139;633837764,9209282;655103454,7484965;709797744,0008856;787820712,5420489;849454308,9507173;900495828,7892877;966117205,2392061;1033742879,2967718;1223546900,6740434;1282270552,2358446;1368802448,6594288;1532318165,5995035;1654637256,6022139;1739328224,1410177;1776201506,490542;1878803709,783501;2003598212,9913535;2166431311,7357316;2267210114,711526;2336476327,3873334;2470944511,9254427;2221963713,9157734;
33;Botswana;BWA;GDP (constant 2015 US$);NY.GDP.MKTP.KD;179758844,1641384;191161457,65882826;203905557,02896795;215978897,0147511;230735225,198065;244150067,50592917;259638994,4048349;275021462,2635553;304083135,57117885;350070858,8103767;410003926,87562627;515871480,43666553;651865215,4740319;790733262,3632585;860300355,4964457;932963477,5092572;1032299613,5342453;1156299856,977626;1322030021,238219;1482638013,9564795;1660360370,5272405;1810869671,5218627;2031171598,2957509;2298204224,848366;2494594592,6824307;2672341224,4800234;2890749650,6673903;3234226446,7255754;3863282504,4655037;4367804247,325012;4663627852,09141;5011474287,659988;5157662516,04452;5256488855,85931;5447189857,199882;5830149651,842758;6170035720,818056;6683746163,3274355;6713399504,17263;7362399996,1804695;7508742115,687975;7527557061,149493;7984444460,55594;8353796461,02019;8579835301,496779;8970787994,168371;9721093135,870125;10525685052,869282;11183060119,86327;10327297669,355349;11211689312,571398;11889812807,372477;12419640043,352455;13828449115,88259;14402227735,528015;13578754072,4652;14534277003,724379;15116149478,604382;15717831995,660585;16188225469,253647;14813376718,864548;
34;Central African Republic;CAF;GDP (constant 2015 US$);NY.GDP.MKTP.KD;980371510,4228749;1028934740,6116655;990722160,3205929;983717648,1223383;1004182168,3449507;1013697584,8044667;1020233741,8037297;1067946126,714352;1082941299,0020716;1159738541,7700827;1186793860,4318404;1200207032,936299;1200196625,042988;1222867618,6475172;1300385608,02731;1305652002,0426395;1376581794,9566147;1428977731,8571548;1446257436,7266233;1410605198,190039;1347429285,792705;1326618703,1175041;1428977731,8571544;1312851662,2404737;1437332668,212502;1493779877,5843208;1547227011,7092645;1470809657,0471025;1495962933,2062879;1525542165,9959457;1492780719,8264716;1484532464,377561;1389164937,9695268;1393822470,2261672;1462119066,1324775;1567392304,9991877;1504695155,6941566;1584443036,2158155;1658914114,828834;1718634606,6469398;1675850359,219042;1750672704,2313046;1813986521,215008;1716076866,8657794;1818953688,2976487;1835473616,955419;1923045631,2735684;2011650629,0028272;2052972567,4205394;2229266668,2676954;2332499960,045464;2430339361,114844;2553162910,0771065;1624016448,5572922;1625333047,0611246;1695825708,4560406;1776382802,6826243;1856804594,296166;1927167157,0246954;1984982171,7354362;2001437872,502993;
35;Canada;CAN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;933745184781,2163;959857765527,965;997968751447,1335;1047046486898,1938;1061763014138,3569;1098098096475,2368;1139947604898,3594;1184565482255,9944;1243744725655,2766;1295556862674,0784;1384543596091,5762;1398494571594,299;1357541054226,4065;1399482212058,6858;1443522257095,4019;1468960331816,3938;1503174217512,0295;1546315859831,5889;1556508816217,1401;1572095608554,6626;1619885432081,6416;1664870307455,5747;1696163077026,0837;1607402450990,0857;
36;Central Europe and the Baltics;CEB;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;698628315126,0177;630401623154,4187;618100687084,2384;627665690637,9359;653436832352,6703;690764150736,2379;722152502027,559;738892403163,106;758709403115,295;773202089277,2313;803785264194,4329;828495057430,6327;858377828909,4388;893437781618,5829;945576718630,0862;993034258094,5343;1058451396350,4589;1126435077917,9937;1170677320395,8638;1129717632464,842;1148891062804,3853;1184098337420,8203;1193133334805,3875;1207919344689,83;1243957269397,0803;1293063507844,0952;1332764424415,8806;1397783555290,6682;1460560163242,033;1520035666911,1384;1462062948277,5737;
37;Switzerland;CHE;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;378450515821,2632;384510779908,15497;379475928483,8783;381901081520,5023;393390408753,1167;407841982776,10846;415422268041,1266;422008696742,0493;435840438498,30646;454715790161,3198;471424893436,7808;467107506057,0652;466903226324,8226;466315004189,24365;472236075010,3249;474506900447,60944;476850536940,09735;487671077298,66187;502619811840,1272;511393213561,7801;531728300528,3796;540107366876,9772;540077626067,20966;539824619288,1766;555055922695,1082;571056178053,2736;593984127045,9624;617718082948,2081;634739375364,5608;621539124455,3468;641851654874,59;654178069212,4482;662140683175,3464;674202686730,7058;690699382518,561;702149580770,9009;716509848990,8362;727865237631,4921;749096375856,4719;758167874591,9093;740026236249,6481;
38;Channel Islands;CHI;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Chile;CHL;GDP (constant 2015 US$);NY.GDP.MKTP.KD;27084687058,65137;28505352534,28955;29653173467,051964;31384960352,58819;32187543005,92332;32493412377,229294;36144450973,190834;37451434267,98156;38796694778,821846;40324502132,10727;41062023957,35331;44931169627,15193;44472895153,32496;42236242805,43336;43242373181,404854;37658874258,87041;39102182251,583954;43186282553,66355;46512102916,27953;50427633455,64739;54455097296,69423;58008494078,18592;51619261579,2158;49029306153,96505;51041313574,12764;53088027476,754395;55942938254,39905;59557114174,23527;63931649993,9634;70275832415,3136;72618523300,37766;78285957658,71875;87027921747,14365;92762003379,79759;97428115797,62527;106131657641,8601;113351705792,91937;121771345594,63837;127037444239,31203;126513927800,7972;133253246826,45401;137654664614,5973;141931554480,4515;147738042053,83023;158389274861,6494;167485302430,46457;178065644333,88715;186800342017,84518;193393517162,91696;190368379487,21365;201493845099,57376;213806970419,31277;225178567814,91724;234287050561,5369;238426293091,72275;243919079437,42172;248092752678,6989;251031522247,9624;260354479474,3811;262807032486,85602;247639120221,1829;
40;China;CHN;GDP (constant 2015 US$);NY.GDP.MKTP.KD;158907168211,11807;115573183433,67561;109124199809,47664;120363992384,69751;142246166193,2568;166356891366,5644;184073900304,04654;173452836248,72577;166341269976,15894;194519481103,64835;232061740949,36972;248445299868,17343;257911065788,8141;277924964498,2674;284345031179,54236;309139917899,7495;304286421180,22003;327320903261,0422;364393196721,71014;392055467396,6874;422769661255,4574;444384863998,94183;484455553401,5095;536632397557,18353;618155123011,7593;701177544159,3402;763932666262,0204;852987565219,6919;948714904915,5651;988621025896,5703;1027377455186,2997;1122541231136,09;1282217440754,717;1460237039293,4565;1650605318474,5083;1831411871441,1882;2013134753753,5125;2199083579879,566;2371622617326,3745;2553328077173,825;2770108015881,172;3001016837141,7095;3275118634989,963;3603876041862,7046;3968358419670,8135;4420536663139,3;4982871172219,99;5691976639213,165;6241291028839,821;6827892848558,81;7554098728366,116;8275578020537,936;8926347665676,434;9619581223621,035;10333908590028,102;11061553079871,54;11819132546495,385;12640231416523,486;13493418449040,547;14296238286985,148;14631844421164,191;
41;Cote d'Ivoire;CIV;GDP (constant 2015 US$);NY.GDP.MKTP.KD;5492745871,292757;6038315884,561;6112405687,726888;6998115023,786306;8230699169,373278;7974752880,942417;8898018706,14251;9307163112,091951;10475049080,728365;11474286928,913033;12664747851,592287;13862407166,642902;14449705375,972673;15307901921,594688;15970333139,012342;17288346585,69173;19521378141,148937;20949261371,821472;23234711330,696606;23791044993,12734;21184094306,357777;21925643296,10291;21969674888,582214;21112804743,549057;20542492691,329185;21467156133,11831;22166845621,92714;22089489335,830467;22340532839,755882;22999132852,60424;22747083421,179928;22756392703,384594;22700739530,11265;22657043988,952522;22840839444,380585;24468419356,03034;26359663602,99281;28903065381,484844;30135464902,93292;30487103583,769753;30406072074,58649;29751121484,186638;28938759235,7763;27571152082,82212;28449303816,65824;28732677534,705772;29541668653,317932;29867049384,831024;31295490595,27189;32423167757,12779;34643522302,33774;32783010214,67286;35281210581,22616;39077544035,231384;42739891439,62189;45814637971,47452;49103766045,22543;52717625513,83879;56350019798,32268;59861589342,700775;61033878289,113716;
42;Cameroon;CMR;GDP (constant 2015 US$);NY.GDP.MKTP.KD;4827329385,34254;4884469556,994751;5033033582,899276;5221397397,37396;5406608701,409362;5516149497,845588;5770717349,142125;5141012886,9670925;5467278214,228301;5735255736,344458;5912593757,219485;6118334744,357155;6281929427,526492;6618369514,360981;7328802655,329466;8152930821,403372;7704915989,375907;8763561547,274221;10691808425,9509;11337071763,46723;11114265236,60972;13012879851,263504;13990954265,69964;14951689389,70776;16069264259,5481;17364955016,27573;18540851264,057957;18142844041,10642;16723414693,520348;16419195626,436235;15416689185,567192;14829529257,9929;14369813374,849974;13229990211,316013;13478291888,174965;13868353841,068333;14452914961,421558;15107243770,094456;15821141839,02645;16534881678,685287;17168567426,57472;17910981125,054176;18712860555,352596;19733301601,382042;21124274961,704704;21594980886,9112;22417659666,49551;23387803843,169647;24053813161,9883;24674221564,998596;25389533348,62815;26247499325,441307;27461703058,61522;28833560442,59601;30482787664,360447;32210232911,66261;33671222799,37449;34863580244,99505;36242614126,28739;37502066705,00876;37686544899,7458;
43;Congo, Dem. Rep.;COD;GDP (constant 2015 US$);NY.GDP.MKTP.KD;19168014544,79837;17088021198,776703;20710800884,396526;21790659999,253628;21258919179,09362;21470944753,043285;22925705458,92655;22699717916,799057;23683228246,3169;25892598109,61769;25829146595,489407;27380191515,197468;27421572708,320385;29652941732,260914;30581252538,909214;29057807380,63592;27515127782,113297;27724461113,738144;26242507842,763165;26355373788,673634;26933851294,044685;27566937952,998466;27440770250,51126;27828152616,22551;29370131151,637333;29507539589,524372;30899472095,524757;31726231488,130745;31875465759,904602;31471906223,047825;29404733640,791527;26928545877,71736;24101046254,221943;20854864154,023197;20041525118,720467;20181815560,02446;19975320744,555546;18853297670,0939;18547091073,40879;17755104164,495644;16528061820,714754;16180943924,819214;16657920156,212498;17587069343,308285;18772151839,55913;19923851730,05413;20983995809,268833;22297484361,02718;23685702161,92285;24361944119,890903;26093585401,345627;27887433521,09348;29863787753,56693;32396821280,7177;35464893590,3175;37917704900,07938;38827501899,71751;40274582570,61673;42619014794,528885;44487657807,00921;45259706747,58483;
44;Congo, Rep.;COG;GDP (constant 2015 US$);NY.GDP.MKTP.KD;1253554927,820928;1358235874,182642;1428895498,4361293;1371321006,4310265;1423661535,4245615;1476001992,449117;1496060600,6706047;1527721313,1317608;1644306710,549944;1768427616,8616102;1880872559,6684697;2026697283,5676548;2201348952,4388556;2382546144,0373693;2570422316,0201526;2769157006,5598264;2794530425,392657;2544324156,3610826;2706136735,8255453;2971696015,4589024;3495802317,7547317;4111752984,1696997;5082032116,458586;5379532388,065641;5754815617,6707325;5686583021,618381;5296396624,242226;5306426762,238426;5400152237,548757;5540549527,464338;5595955220,367276;5729998910,384485;5879663505,495202;5822061429,401171;5502251185,13963;5721533742,965885;5967015093,082864;5929732457,654051;6151359337,367354;5992518976,041128;6446511038,848491;6691646190,03973;6998248723,415156;7055162966,253079;7300444992,863677;7866649910,836507;8494899323,925613;7933047123,905982;8433334900,429083;9414746443,322319;10349749902,465206;10578057039,565838;11630272572,61945;11547414504,121588;12323017307,584913;11885478502,116783;10603839035,864105;10139122508,567432;9651902027,202429;9643515879,791925;8877391999,216425;
45;Colombia;COL;GDP (constant 2015 US$);NY.GDP.MKTP.KD;30606244192,487125;32163862369,992104;33904535097,07982;35018878013,15852;37178471672,58842;38516900888,337;40533929248,28692;42209952163,67942;44714318434,30336;47443017455,335236;50388183651,888855;53391686195,516846;57486373388,499596;61351156382,19637;64876244860,48367;66383485648,10396;69522341626,23671;72413431995,44568;78546777879,31577;82771902522,49922;86155082920,54314;88116724524,00047;88952441855,68835;90352514185,48029;93379941186,0546;96281355122,30215;101888854551,78285;107359198019,18108;111722461821,30794;115536774042,81656;120484056780,26405;122895674813,70197;127866718141,95157;134752865088,88861;142588288604,98663;150006355333,88797;153090268058,58;158341713845,84958;159243919738,96478;152549281078,47446;157011136243,55478;159645623441,48523;163643118666,49667;170055101007,37808;179124177070,92996;187773655668,26804;200386165569,77396;213888575539,51407;220911491815,70975;223429106639,8985;233471483024,66415;249692829473,37387;259462400427,38577;272783183252,0519;285055780504,5438;293481748240,7792;299607834899,029;303680586563,77124;311467941587,1058;321687568559,23285;299826459539,86224;
46;Comoros;COM;GDP (constant 2015 US$);NY.GDP.MKTP.KD;;;;;;;;;;;;;;;;;;;;;396530230,41847247;411855842,1168249;438145906,14286554;459270681,1124797;478148083,86585957;489049672,63505167;498183223,82154197;506342389,85134333;519949730,95080334;503413995,75140166;529043992,4132336;500498698,22614676;543196151,0196595;559524960,3390115;530000042,36536115;549134137,9826;542041033,1322943;563886119,7096759;571118048,2516603;582108693,7287219;645255138,2380161;660308341,1828856;675660146,0306114;689875168,1955334;703118424,5187038;723069746,3963915;742209080,643505;748147067,6064454;778072740,7655083;802971948,5598235;833484348,2648497;867655930,9373341;895423288,5880321;935716210,2690705;955366310,9289645;966029542,038859;998108292,0764121;1036193131,2652762;1073936725,3183098;1092787840,3650472;1091379941,8226137;
